sample_type,alias_name,test_type,loinc_code,component,loinc_name
혈액,Glucose,CHAL,40286-7,glucose^105m post dose glucose,glucose [moles/volume] in serum or plasma --105 minutes post dose glucose
혈액,Glucose,CHAL,40287-5,glucose^1h post meal,glucose [moles/volume] in serum or plasma --1 hour post meal
혈액,Glucose,CHAL,40294-1,insulin^pre or post dose glucose,insulin [moles/volume] in serum or plasma --pre or post dose glucose
혈액,Glucose,CHAL,40309-7,somatotropin^pre or post dose glucose,somatotropin [mass/volume] in serum or plasma --pre or post dose glucose
혈액,Glucose,CHAL,40318-8,glucose^pre dose triple bolus,glucose [moles/volume] in serum or plasma --pre dose triple bolus
혈액,Glucose,CHAL,40319-6,glucose^15m post dose triple bolus,glucose [moles/volume] in serum or plasma --15 minutes post dose triple bolus
혈액,Glucose,CHAL,40320-4,glucose^30m post dose triple bolus,glucose [moles/volume] in serum or plasma --30 minutes post dose triple bolus
혈액,Glucose,CHAL,40321-2,glucose^45m post dose triple bolus,glucose [moles/volume] in serum or plasma --45 minutes post dose triple bolus
혈액,Glucose,CHAL,40322-0,glucose^1h post dose triple bolus,glucose [moles/volume] in serum or plasma --1 hour post dose triple bolus
혈액,Glucose,CHAL,40323-8,glucose^2h post dose triple bolus,glucose [moles/volume] in serum or plasma --2 hours post dose triple bolus
혈액,Glucose,CHAL,40324-6,glucose^3h post dose triple bolus,glucose [moles/volume] in serum or plasma --3 hours post dose triple bolus
혈액,Glucose,CHAL,40858-3,glucose^baseline,glucose [mass/volume] in capillary blood --baseline
혈액,Glucose,CHAL,41024-1,glucose^2h post 50 g glucose po,glucose [mass/volume] in serum or plasma --2 hours post 50 g glucose po
혈액,Glucose,CHAL,41604-0,glucose^post cfst,fasting glucose [mass/volume] in capillary blood by glucometer
혈액,Glucose,CHEM,41651-1,glucose,glucose [mass/volume] in arterial blood
혈액,Glucose,CHEM,41652-9,glucose,glucose [mass/volume] in venous blood
혈액,Glucose,CHEM,41653-7,glucose,glucose [mass/volume] in capillary blood by glucometer
혈액,Glucose,CHAL,42919-1,insulin^pre 100 g glucose po,insulin [mass/volume] in serum or plasma --pre 100 g glucose po
혈액,Glucose,CHEM,43740-0,glucose/insulin,glucose/insulin [mass ratio] in serum or plasma
혈액,Glucose,CHAL,44919-9,glucose^1.5h post meal,glucose [moles/volume] in serum or plasma --1.5 hours post meal
혈액,Glucose,CHAL,45052-8,glucose^12 am specimen,glucose [moles/volume] in serum or plasma --12 am specimen
혈액,Glucose,CHAL,45053-6,glucose^8 am specimen,glucose [moles/volume] in serum or plasma --8 am specimen
혈액,Glucose,CHAL,45054-4,glucose^12 pm specimen,glucose [moles/volume] in serum or plasma --12 pm specimen
혈액,Glucose,CHAL,45055-1,glucose^4 pm specimen,glucose [moles/volume] in serum or plasma --4 pm specimen
혈액,Glucose,CHAL,45056-9,glucose^8 pm specimen,glucose [moles/volume] in serum or plasma --8 pm specimen
혈액,Glucose,CHAL,45298-7,glucose^2.5h post 50 g lactose po,glucose [moles/volume] in serum or plasma --2.5 hours post 50 g lactose po
혈액,Glucose,CHAL,45299-5,glucose^45m post dose lactose po,glucose [moles/volume] in serum or plasma --45 minutes post dose lactose po
혈액,Glucose,CHAL,46405-7,somatotropin^30m pre 1 g/kg glucose po,somatotropin [mass/volume] in serum or plasma --30 minutes pre 1 g/kg glucose po
혈액,Glucose,CHAL,46406-5,somatotropin^30m post 1 g/kg glucose po,somatotropin [mass/volume] in serum or plasma --30 minutes post 1 g/kg glucose po
혈액,Glucose,CHAL,46407-3,somatotropin^1.5h post 1 g/kg glucose po,somatotropin [mass/volume] in serum or plasma --1.5 hours post 1 g/kg glucose po
혈액,Glucose,CHAL,47583-0,c peptide^1.5h post dose glucose,c peptide [moles/volume] in serum or plasma --1.5 hours post dose glucose
혈액,Glucose,CHAL,47584-8,c peptide^10m post dose glucose,c peptide [moles/volume] in serum or plasma --10 minutes post dose glucose
혈액,Glucose,CHAL,47585-5,c peptide^15m post dose glucose,c peptide [moles/volume] in serum or plasma --15 minutes post dose glucose
혈액,Glucose,CHAL,47586-3,c peptide^1h post dose glucose,c peptide [moles/volume] in serum or plasma --1 hour post dose glucose
혈액,Glucose,CHAL,47587-1,c peptide^1m post dose glucose,c peptide [moles/volume] in serum or plasma --1 minute post dose glucose
혈액,Glucose,CHAL,47588-9,c peptide^2h post dose glucose,c peptide [moles/volume] in serum or plasma --2 hours post dose glucose
혈액,Glucose,CHAL,47589-7,c peptide^30m post dose glucose,c peptide [moles/volume] in serum or plasma --30 minutes post dose glucose
혈액,Glucose,CHAL,47590-5,c peptide^3h post dose glucose,c peptide [moles/volume] in serum or plasma --3 hours post dose glucose
혈액,Glucose,CHAL,47591-3,c peptide^3m post dose glucose,c peptide [moles/volume] in serum or plasma --3 minutes post dose glucose
혈액,Glucose,CHAL,47592-1,c peptide^5m post dose glucose,c peptide [moles/volume] in serum or plasma --5 minutes post dose glucose
혈액,Glucose,CHAL,47593-9,c peptide^5m pre dose glucose,c peptide [moles/volume] in serum or plasma --5 minutes pre dose glucose
혈액,Glucose,CHAL,47595-4,c peptide^pre dose glucose,c peptide [moles/volume] in serum or plasma --pre dose glucose
혈액,Glucose,CHAL,47622-6,glucose^pre dose glucose,glucose [moles/volume] in serum or plasma --pre dose glucose
혈액,Glucose,CHAL,47654-9,insulin^10m post dose glucose,insulin [units/volume] in serum or plasma --10 minutes post dose glucose
혈액,Glucose,CHAL,47656-4,insulin^1m post dose glucose,insulin [units/volume] in serum or plasma --1 minute post dose glucose
혈액,Glucose,CHAL,47657-2,insulin^1h post dose glucose,insulin [units/volume] in serum or plasma --1 hour post dose glucose
혈액,Glucose,CHAL,47658-0,insulin^1.5h post dose glucose,insulin [units/volume] in serum or plasma --1.5 hours post dose glucose
혈액,Glucose,CHAL,47659-8,insulin^2h post dose glucose,insulin [units/volume] in serum or plasma --2 hours post dose glucose
혈액,Glucose,CHAL,47660-6,insulin^2.5h post dose glucose,insulin [units/volume] in serum or plasma --2.5 hours post dose glucose
혈액,Glucose,CHAL,47661-4,insulin^20m post dose glucose,insulin [units/volume] in serum or plasma --20 minutes post dose glucose
혈액,Glucose,CHAL,47662-2,insulin^3h post dose glucose,insulin [units/volume] in serum or plasma --3 hours post dose glucose
혈액,Glucose,CHAL,47663-0,insulin^30m post dose glucose,insulin [units/volume] in serum or plasma --30 minutes post dose glucose
혈액,Glucose,CHAL,47664-8,insulin^3m post dose glucose,insulin [units/volume] in serum or plasma --3 minutes post dose glucose
혈액,Glucose,CHAL,47665-5,insulin^5m post dose glucose,insulin [units/volume] in serum or plasma --5 minutes post dose glucose
혈액,Glucose,CHAL,47666-3,insulin^5m pre dose glucose,insulin [units/volume] in serum or plasma --5 minutes pre dose glucose
혈액,Glucose,CHAL,47668-9,insulin^pre dose glucose,insulin [units/volume] in serum or plasma --pre dose glucose
혈액,Glucose,CHAL,47750-5,somatotropin^1.5h post dose glucose po,somatotropin [units/volume] in serum or plasma --1.5 hours post dose glucose po
혈액,Glucose,CHAL,47761-2,somatotropin^1h post dose glucose po,somatotropin [units/volume] in serum or plasma --1 hour post dose glucose po
혈액,Glucose,CHAL,47765-3,somatotropin^2h post dose glucose po,somatotropin [units/volume] in serum or plasma --2 hours post dose glucose po
혈액,Glucose,CHAL,47769-5,somatotropin^30m post dose glucose po,somatotropin [units/volume] in serum or plasma --30 minutes post dose glucose po
혈액,Glucose,CHAL,47771-1,somatotropin^3h post dose glucose po,somatotropin [units/volume] in serum or plasma --3 hours post dose glucose po
혈액,Glucose,CHAL,47776-0,somatotropin^pre dose glucose po,somatotropin [units/volume] in serum or plasma --pre dose glucose po
혈액,Glucose,CHAL,47859-4,glucose^5m post dose glucose,glucose [moles/volume] in serum or plasma --5 minutes post dose glucose
혈액,Glucose,CHEM,47995-6,glucose,glucose [moles/volume] in cord blood
혈액,Glucose,CHAL,48109-3,glucose^15m pre dose glucose,glucose [moles/volume] in serum or plasma --15 minutes pre dose glucose
혈액,Glucose,CHAL,48116-8,insulin^10m pre dose glucose,insulin [units/volume] in serum or plasma --10 minutes pre dose glucose
혈액,Glucose,CHAL,48605-0,glucose^1h post dose fructose po,glucose [mass/volume] in serum or plasma --1 hour post dose fructose po
혈액,Glucose,CHAL,48606-8,glucose^pre dose fructose po,glucose [mass/volume] in serum or plasma --pre dose fructose po
혈액,Glucose,CHAL,48607-6,glucose^30m post dose fructose po,glucose [mass/volume] in serum or plasma --30 minutes post dose fructose po
혈액,Glucose,CHAL,48810-6,glucose^5h post 50 g glucose po,glucose [mass/volume] in serum or plasma --5 hours post 50 g glucose po
혈액,Glucose,CHAL,48983-1,glucose^20m pre xxx challenge,glucose [mass/volume] in serum or plasma --20 minutes pre xxx challenge
혈액,Glucose,CHAL,48984-9,glucose^10m post dose glucose,glucose [mass/volume] in serum or plasma --10 minutes post dose glucose
혈액,Glucose,CHAL,48985-6,glucose^20m post dose glucose,glucose [mass/volume] in serum or plasma --20 minutes post dose glucose
혈액,Glucose,CHAL,48986-4,glucose^8 am specimen,glucose [mass/volume] in serum or plasma --8 am specimen
혈액,Glucose,CHAL,48988-0,glucose^12 pm specimen,glucose [mass/volume] in serum or plasma --12 pm specimen
혈액,Glucose,CHAL,48989-8,glucose^6 pm specimen,glucose [mass/volume] in serum or plasma --6 pm specimen
혈액,Glucose,CHAL,48990-6,glucose^8 pm specimen,glucose [mass/volume] in serum or plasma --8 pm specimen
혈액,Glucose,CHAL,48991-4,glucose^10 pm specimen,glucose [mass/volume] in serum or plasma --10 pm specimen
혈액,Glucose,CHAL,48992-2,glucose^12 am specimen,glucose [mass/volume] in serum or plasma --12 am specimen
혈액,Glucose,CHAL,48993-0,glucose^3 am specimen,glucose [mass/volume] in serum or plasma --3 am specimen
혈액,Glucose,CHAL,48994-8,glucose^6 am specimen,glucose [mass/volume] in serum or plasma --6 am specimen
혈액,Glucose,CHAL,49134-0,glucose^2h post dose glucose,glucose [mass/volume] in blood --2 hours post dose glucose
혈액,Glucose,CHEM,49502-8,glucose-6-phosphate dehydrogenase,glucose-6-phosphate dehydrogenase [entitic catalytic activity] in blood
혈액,Glucose,CHAL,49688-5,glucose tolerance^post 75 g glucose po,glucose tolerance [interpretation] in serum or plasma narrative--post 75 g glucose po
혈액,Glucose,CHAL,49689-3,glucose tolerance^post 100 g glucose po,glucose tolerance [interpretation] in serum or plasma narrative--post 100 g glucose po
혈액,Glucose,CHEM,50206-2,glucose^1st specimen,glucose [mass/volume] in serum or plasma --1st specimen
혈액,Glucose,CHEM,50207-0,glucose^7th specimen,glucose [mass/volume] in serum or plasma --7th specimen
혈액,Glucose,CHEM,50208-8,glucose^10th specimen,glucose [mass/volume] in serum or plasma --10th specimen
혈액,Glucose,CHEM,50212-0,glucose^2nd specimen,glucose [mass/volume] in serum or plasma --2nd specimen
혈액,Glucose,CHEM,50213-8,glucose^3rd specimen,glucose [mass/volume] in serum or plasma --3rd specimen
혈액,Glucose,CHEM,50214-6,glucose^4th specimen,glucose [mass/volume] in serum or plasma --4th specimen
혈액,Glucose,CHEM,50215-3,glucose^5th specimen,glucose [mass/volume] in serum or plasma --5th specimen
혈액,Glucose,CHEM,50216-1,glucose^6th specimen,glucose [mass/volume] in serum or plasma --6th specimen
혈액,Glucose,CHEM,50217-9,glucose^8th specimen,glucose [mass/volume] in serum or plasma --8th specimen
혈액,Glucose,CHEM,50218-7,glucose^9th specimen,glucose [mass/volume] in serum or plasma --9th specimen
혈액,Glucose,PANEL.CHAL,50582-6,glucose tolerance gestational panel,glucose tolerance gestational panel - urine and serum or plasma
혈액,Glucose,PANEL.CHAL,50583-4,glucose screen gestational panel,glucose screen gestational panel - urine and serum or plasma
혈액,Glucose,PANEL.CHAL,50586-7,glucose tolerance 3h panel,glucose tolerance 3 hours panel - serum or plasma
혈액,Glucose,PANEL.CHAL,50587-5,glucose tolerance 4h panel,glucose tolerance 4 hours panel - serum or plasma
혈액,Glucose,PANEL.CHAL,50588-3,glucose tolerance 5h panel,glucose tolerance 5 hours panel - serum or plasma
혈액,Glucose,PANEL.CHAL,50589-1,glucose tolerance 6h panel,glucose tolerance 6 hours panel - serum or plasma
혈액,Glucose,PANEL.CHAL,50608-9,glucose tolerance 3h gestational panel,glucose tolerance 3 hours gestational panel - serum or plasma
혈액,Glucose,CHAL,50667-5,glucose tolerance,glucose tolerance [interpretation] in serum or plasma narrative
혈액,Glucose,CHAL,50751-7,glucose^15m post 0.1 u/kg insulin,glucose [mass/volume] in serum or plasma --15 minutes post 0.1 u/kg insulin
혈액,Glucose,CHEM,51419-0,sodium^^corrected for glucose,sodium [moles/volume] corrected for glucose in serum or plasma
혈액,Glucose,CHAL,51426-5,glucose^pre or post xxx challenge,glucose [moles/volume] in serum or plasma --pre or post xxx challenge
혈액,Glucose,CHEM,51596-5,glucose,glucose [moles/volume] in capillary blood
혈액,Glucose,CHAL,51597-3,glucose^1h post 75 g glucose po,glucose [moles/volume] in serum or plasma --1 hour post 75 g glucose po
혈액,Glucose,CHAL,51766-4,glucose^2.5h post dose fructose po,glucose [mass/volume] in serum or plasma --2.5 hours post dose fructose po
혈액,Glucose,CHAL,51767-2,glucose^1.5h post dose fructose po,glucose [mass/volume] in serum or plasma --1.5 hours post dose fructose po
혈액,Glucose,CHAL,51768-0,glucose^3h post dose fructose po,glucose [mass/volume] in serum or plasma --3 hours post dose fructose po
혈액,Glucose,CHAL,51769-8,glucose^2h post dose fructose po,glucose [mass/volume] in serum or plasma --2 hours post dose fructose po
혈액,Glucose,CHAL,53049-3,glucose^pre-meal,glucose [mass/volume] in serum or plasma --pre-meal
혈액,Glucose,CHAL,53093-1,glucose^post xxx challenge,glucose [moles/volume] in serum or plasma --post xxx challenge
혈액,Glucose,CHAL,53094-9,glucose^post meal,glucose [moles/volume] in serum or plasma --post meal
혈액,Glucose,CHAL,53474-3,glucose^4 am specimen,glucose [moles/volume] in serum or plasma --4 am specimen
혈액,Glucose,CHAL,53475-0,glucose^pre dose betaxolol,glucose [moles/volume] in serum or plasma --pre dose betaxolol
혈액,Glucose,CHAL,53476-8,glucose^2h post dose betaxolol,glucose [moles/volume] in serum or plasma --2 hours post dose betaxolol
혈액,Glucose,CHAL,53480-0,glucose^2.5h post dose betaxolol,glucose [moles/volume] in serum or plasma --2.5 hours post dose betaxolol
혈액,Glucose,CHAL,53481-8,glucose^15m pre dose betaxolol,glucose [moles/volume] in serum or plasma --15 minutes pre dose betaxolol
혈액,Glucose,CHAL,53482-6,glucose^3h post dose betaxolol,glucose [moles/volume] in serum or plasma --3 hours post dose betaxolol
혈액,Glucose,CHAL,53483-4,glucose^30m post dose betaxolol,glucose [moles/volume] in serum or plasma --30 minutes post dose betaxolol
혈액,Glucose,CHAL,53484-2,glucose^30m pre dose betaxolol,glucose [moles/volume] in serum or plasma --30 minutes pre dose betaxolol
혈액,Glucose,CHAL,53485-9,glucose^45m post dose betaxolol,glucose [moles/volume] in serum or plasma --45 minutes post dose betaxolol
혈액,Glucose,CHAL,53486-7,glucose^1h post dose betaxolol,glucose [moles/volume] in serum or plasma --1 hour post dose betaxolol
혈액,Glucose,CHAL,53487-5,glucose^1.5h post dose betaxolol,glucose [moles/volume] in serum or plasma --1.5 hours post dose betaxolol
혈액,Glucose,CHEM,53553-4,estimated average glucose,glucose mean value [moles/volume] in blood estimated from glycated hemoglobin
혈액,Glucose,CHAL,53928-8,glucose^20m post 50 g lactose po,glucose [mass/volume] in serum or plasma --20 minutes post 50 g lactose po
혈액,Glucose,CHAL,53929-6,glucose^40m post 50 g lactose po,glucose [mass/volume] in serum or plasma --40 minutes post 50 g lactose po
혈액,Glucose,CHAL,54248-0,glucose^10m pre dose glucagon,glucose [moles/volume] in serum or plasma --10 minutes pre dose glucagon
혈액,Glucose,CHAL,54249-8,glucose^15m post dose glucagon,glucose [moles/volume] in serum or plasma --15 minutes post dose glucagon
혈액,Glucose,CHAL,54250-6,glucose^15m pre dose glucagon,glucose [moles/volume] in serum or plasma --15 minutes pre dose glucagon
혈액,Glucose,CHAL,54251-4,glucose^20m post dose glucagon,glucose [moles/volume] in serum or plasma --20 minutes post dose glucagon
혈액,Glucose,CHAL,54252-2,glucose^2m post dose glucagon,glucose [moles/volume] in serum or plasma --2 minutes post dose glucagon
혈액,Glucose,CHAL,54253-0,glucose^4m post dose glucagon,glucose [moles/volume] in serum or plasma --4 minutes post dose glucagon
혈액,Glucose,CHAL,54254-8,glucose^5m pre dose glucagon,glucose [moles/volume] in serum or plasma --5 minutes pre dose glucagon
혈액,Glucose,CHAL,54255-5,glucose^6m post dose glucagon,glucose [moles/volume] in serum or plasma --6 minutes post dose glucagon
혈액,Glucose,CHAL,54256-3,glucose^8m post dose glucagon,glucose [moles/volume] in serum or plasma --8 minutes post dose glucagon
혈액,Glucose,CHAL,54257-1,glucose^pre dose insulin iv,glucose [moles/volume] in serum or plasma --pre dose insulin iv
혈액,Glucose,CHAL,54258-9,glucose^2h post dose insulin iv,glucose [moles/volume] in serum or plasma --2 hours post dose insulin iv
혈액,Glucose,CHAL,54259-7,glucose^2.5h post dose insulin iv,glucose [moles/volume] in serum or plasma --2.5 hours post dose insulin iv
혈액,Glucose,CHAL,54260-5,glucose^15m post dose insulin iv,glucose [moles/volume] in serum or plasma --15 minutes post dose insulin iv
혈액,Glucose,CHAL,54261-3,glucose^15m pre dose insulin iv,glucose [moles/volume] in serum or plasma --15 minutes pre dose insulin iv
혈액,Glucose,CHAL,54262-1,glucose^3h pre dose insulin iv,glucose [moles/volume] in serum or plasma --3 hours pre dose insulin iv
혈액,Glucose,CHAL,54263-9,glucose^30m post dose insulin iv,glucose [moles/volume] in serum or plasma --30 minutes post dose insulin iv
혈액,Glucose,CHAL,54264-7,glucose^45m post dose insulin iv,glucose [moles/volume] in serum or plasma --45 minutes post dose insulin iv
혈액,Glucose,CHAL,54265-4,glucose^1h post dose insulin iv,glucose [moles/volume] in serum or plasma --1 hour post dose insulin iv
혈액,Glucose,CHAL,54266-2,glucose^1.3h post dose insulin iv,glucose [moles/volume] in serum or plasma --1.3 hours post dose insulin iv
혈액,Glucose,CHAL,54267-0,glucose^1.5h post dose insulin iv,glucose [moles/volume] in serum or plasma --1.5 hours post dose insulin iv
혈액,Glucose,CHAL,54268-8,glucose^pre dose ornithine alpha-ketoglutarate,glucose [moles/volume] in serum or plasma --pre dose ornithine alpha-ketoglutarate
혈액,Glucose,CHAL,54269-6,glucose^2h post dose ornithine alpha-ketoglutarate,glucose [moles/volume] in serum or plasma --2 hour post dose ornithine alpha-ketoglutarate
혈액,Glucose,CHAL,54270-4,glucose^2.5h post dose ornithine alpha-ketoglutarate,glucose [moles/volume] in serum or plasma --2.5 hour post dose ornithine alpha-ketoglutarate
혈액,Glucose,CHAL,54271-2,glucose^15m post dose ornithine alpha-ketoglutarate,glucose [moles/volume] in serum or plasma --15 minutes post dose ornithine alpha-ketoglutarate
혈액,Glucose,CHAL,54272-0,glucose^15m pre dose ornithine alpha-ketoglutarate,glucose [moles/volume] in serum or plasma --15 minutes pre dose ornithine alpha-ketoglutarate
혈액,Glucose,CHAL,54273-8,glucose^3h post dose ornithine alpha-ketoglutarate,glucose [moles/volume] in serum or plasma --3 hours post dose ornithine alpha-ketoglutarate
혈액,Glucose,CHAL,54274-6,glucose^30m post dose ornithine alpha-ketoglutarate,glucose [moles/volume] in serum or plasma --30 minutes post dose ornithine alpha-ketoglutarate
혈액,Glucose,CHAL,54275-3,glucose^45m post dose ornithine alpha-ketoglutarate,glucose [moles/volume] in serum or plasma --45 minutes post dose ornithine alpha-ketoglutarate
혈액,Glucose,CHAL,54276-1,glucose^1h post dose ornithine alpha-ketoglutarate,glucose [moles/volume] in serum or plasma --1 hour post dose ornithine alpha-ketoglutarate
혈액,Glucose,CHAL,54277-9,glucose^1.5h post dose ornithine alpha-ketoglutarate,glucose [moles/volume] in serum or plasma --1.5 hour post dose ornithine alpha-ketoglutarate
혈액,Glucose,CHAL,54392-6,glucose^1st specimen post xxx challenge,glucose [moles/volume] in serum or plasma --1st specimen post xxx challenge
혈액,Glucose,CHAL,54393-4,glucose^10th specimen post xxx challenge,glucose [moles/volume] in serum or plasma --10th specimen post xxx challenge
혈액,Glucose,CHAL,54394-2,glucose^11th specimen post xxx challenge,glucose [moles/volume] in serum or plasma --11th specimen post xxx challenge
혈액,Glucose,CHAL,54395-9,glucose^12th specimen post xxx challenge,glucose [moles/volume] in serum or plasma --12th specimen post xxx challenge
혈액,Glucose,CHAL,54396-7,glucose^2nd specimen post xxx challenge,glucose [moles/volume] in serum or plasma --2nd specimen post xxx challenge
혈액,Glucose,CHAL,54397-5,glucose^3rd specimen post xxx challenge,glucose [moles/volume] in serum or plasma --3rd specimen post xxx challenge
혈액,Glucose,CHAL,54398-3,glucose^4th specimen post xxx challenge,glucose [moles/volume] in serum or plasma --4th specimen post xxx challenge
혈액,Glucose,CHAL,54399-1,glucose^9th specimen post xxx challenge,glucose [moles/volume] in serum or plasma --9th specimen post xxx challenge
혈액,Glucose,CHAL,54400-7,glucose^pre dose glucagon,glucose [moles/volume] in serum or plasma --pre dose glucagon
혈액,Glucose,CHAL,54401-5,glucose^10m post dose glucagon,glucose [moles/volume] in serum or plasma --10 minutes post dose glucagon
혈액,Glucose,CHEM,54495-7,glucose^post dialysis,glucose [moles/volume] in serum or plasma --post dialysis
혈액,Glucose,CHAL,54496-5,glucose^5th specimen post xxx challenge,glucose [moles/volume] in serum or plasma --5th specimen post xxx challenge
혈액,Glucose,CHAL,54497-3,glucose^6th specimen post xxx challenge,glucose [moles/volume] in serum or plasma --6th specimen post xxx challenge
혈액,Glucose,CHAL,54498-1,glucose^7th specimen post xxx challenge,glucose [moles/volume] in serum or plasma --7th specimen post xxx challenge
혈액,Glucose,CHAL,54499-9,glucose^8th specimen post xxx challenge,glucose [moles/volume] in serum or plasma --8th specimen post xxx challenge
혈액,Glucose,CHAL,55351-1,glucose^1.5h post 75 g glucose po,glucose [moles/volume] in serum or plasma --1.5 hours post 75 g glucose po
혈액,Glucose,CHAL,55352-9,glucose^45m post 75 g glucose po,glucose [moles/volume] in serum or plasma --45 minutes post 75 g glucose po
혈액,Glucose,CHAL,55381-8,glucose^2.5h post 75 g glucose po,glucose [moles/volume] in serum or plasma --2.5 hours post 75 g glucose po
혈액,Glucose,CHAL,55479-0,insulin^7m post dose glucose iv,insulin [moles/volume] in serum or plasma --7 minutes post dose glucose iv
혈액,Glucose,CHAL,55480-8,insulin^5m pre dose glucose,insulin [moles/volume] in serum or plasma --5 minutes pre dose glucose
혈액,Glucose,CHAL,55481-6,insulin^10m pre dose glucose,insulin [moles/volume] in serum or plasma --10 minutes pre dose glucose
혈액,Glucose,CHAL,55482-4,insulin^4h post dose glucose iv,insulin [moles/volume] in serum or plasma --4 hours post dose glucose iv
혈액,Glucose,CHAL,55483-2,insulin^1.5h post dose glucose iv,insulin [moles/volume] in serum or plasma --1.5 hours post dose glucose iv
혈액,Glucose,CHAL,55484-0,insulin^10m post dose glucose iv,insulin [moles/volume] in serum or plasma --10 minutes post dose glucose iv
혈액,Glucose,CHAL,55485-7,insulin^1h post dose glucose iv,insulin [moles/volume] in serum or plasma --1 hour post dose glucose iv
혈액,Glucose,CHAL,55486-5,insulin^1m post dose glucose iv,insulin [moles/volume] in serum or plasma --1 minute post dose glucose iv
혈액,Glucose,CHAL,55487-3,insulin^2.5h post dose glucose iv,insulin [moles/volume] in serum or plasma --2.5 hours post dose glucose iv
혈액,Glucose,CHAL,55492-3,insulin^30m post dose glucose iv,insulin [moles/volume] in serum or plasma --30 minutes post dose glucose iv
혈액,Glucose,CHAL,55493-1,insulin^3h post dose glucose iv,insulin [moles/volume] in serum or plasma --3 hours post dose glucose iv
혈액,Glucose,CHAL,55494-9,insulin^5m post dose glucose iv,insulin [moles/volume] in serum or plasma --5 minutes post dose glucose iv
혈액,Glucose,CHAL,55495-6,insulin^45m post dose glucose iv,insulin [moles/volume] in serum or plasma --45 minutes post dose glucose iv
혈액,Glucose,CHAL,55496-4,insulin^2h post dose glucose iv,insulin [moles/volume] in serum or plasma --2 hours post dose glucose iv
혈액,Glucose,CHAL,55497-2,insulin^3m post dose glucose iv,insulin [moles/volume] in serum or plasma --3 minutes post dose glucose iv
혈액,Glucose,CHAL,55498-0,insulin^7m pre dose glucose,insulin [moles/volume] in serum or plasma --7 minutes pre dose glucose
혈액,Glucose,CHAL,55499-8,insulin^15m post dose glucose iv,insulin [moles/volume] in serum or plasma --15 minutes post dose glucose iv
혈액,Glucose,CHAL,55505-2,somatotropin^30m post dose glucose,somatotropin [mass/volume] in serum or plasma --30 minutes post dose glucose
혈액,Glucose,CHAL,55507-8,somatotropin^2h post dose glucose,somatotropin [mass/volume] in serum or plasma --2 hours post dose glucose
혈액,Glucose,CHAL,55508-6,somatotropin^1h post dose glucose,somatotropin [mass/volume] in serum or plasma --1 hour post dose glucose
혈액,Glucose,CHAL,55510-2,somatotropin^1.5h post dose glucose,somatotropin [mass/volume] in serum or plasma --1.5 hours post dose glucose
혈액,Glucose,CHAL,56751-1,glucose^2.17h post xxx challenge,glucose [mass/volume] in serum or plasma --2.17 hours post xxx challenge
혈액,Glucose,CHAL,57350-1,glucose^1m post xxx challenge,glucose [mass/volume] in serum or plasma --1 minute post xxx challenge
혈액,Glucose,CHAL,57971-4,glucose^4th specimen post dose lactose,glucose [mass/volume] in serum or plasma --4th specimen post lactose
혈액,Glucose,CHAL,57972-2,glucose^5th specimen post dose lactose,glucose [mass/volume] in serum or plasma --5th specimen post lactose
혈액,Glucose,CHEM,58089-4,glucose-6-phosphate dehydrogenase,glucose-6-phosphate dehydrogenase newborn screen interpretation
혈액,Glucose,CHEM,58090-2,glucose-6-phosphate dehydrogenase newborn screening comment-discussion,glucose-6-phosphate dehydrogenase newborn screening comment-discussion
혈액,Glucose,PANEL.CHEM,58091-0,glucose-6-phosphate dehydrogenase newborn screen panel,glucose-6-phosphate dehydrogenase newborn screen panel
혈액,Glucose,CHAL,58494-6,c peptide^1.5h post dose glucose,c peptide [mass/volume] in serum or plasma --1.5 hours post dose glucose
혈액,Glucose,CHAL,58500-0,c peptide^15m post dose glucose,c peptide [mass/volume] in serum or plasma --15 minutes post dose glucose
혈액,Glucose,CHAL,58503-4,c peptide^1h post dose glucose,c peptide [mass/volume] in serum or plasma --1 hour post dose glucose
혈액,Glucose,CHAL,58505-9,c peptide^2.5h post dose glucose,c peptide [mass/volume] in serum or plasma --2.5 hours post dose glucose
혈액,Glucose,CHAL,58506-7,c peptide^2.5h post dose glucose,c peptide [moles/volume] in serum or plasma --2.5 hours post dose glucose
혈액,Glucose,CHAL,58508-3,c peptide^3.5h post dose glucose,c peptide [mass/volume] in serum or plasma --3.5 hours post dose glucose
혈액,Glucose,CHAL,58509-1,c peptide^3.5h post dose glucose,c peptide [moles/volume] in serum or plasma --3.5 hours post dose glucose
혈액,Glucose,CHAL,58510-9,c peptide^30m post dose glucose,c peptide [mass/volume] in serum or plasma --30 minutes post dose glucose
혈액,Glucose,CHAL,58511-7,c peptide^3h post dose glucose,c peptide [mass/volume] in serum or plasma --3 hours post dose glucose
혈액,Glucose,CHAL,58512-5,c peptide^4.5h post dose glucose,c peptide [mass/volume] in serum or plasma --4.5 hours post dose glucose
혈액,Glucose,CHAL,58513-3,c peptide^4.5h post dose glucose,c peptide [moles/volume] in serum or plasma --4.5 hours post dose glucose
혈액,Glucose,CHAL,58514-1,c peptide^45m post dose glucose,c peptide [mass/volume] in serum or plasma --45 minutes post dose glucose
혈액,Glucose,CHAL,58515-8,c peptide^45m post dose glucose,c peptide [moles/volume] in serum or plasma --45 minutes post dose glucose
